,Lyrics,Show,Song Name
57,"Bert's alone in bed, Ernie's bed is empty and Bert says: This is great! Ernie's sleeping over at The Count's tonight so I have the place all to myself. For once, I know he's not going to wake me up. No surprises, just peace and quiet. I'll just settle in under my blanket and go to sleep. Music starts playing Perhaps I spoke too soon! Door opens and sheep start coming in the room Sheep: Baaa, come on he's not asheep yet!
We just thought you might like to know where your blanket came from. Bert: My blanket? I know where my blanket came from! Sheep: A blanket begins in a faraway place
Where skies are blue and there's lots of space
The nights are cold and we sleep outside
To keep warm and toasty we grow hair on our hide
But when spring comes round the weather is warm
A thick woolly coat loses all of its charm
We're itchy and hot 'till the rancher arrives
To give us each a haircut and brighten up our lives
He grabs a big bag and he gathers the wool
And he stuffs and he crams 'till the bags are full
He throws 'em on the truck 'till it's piled up high
Then he climbs into the driver's seat and says ""goodbye"" That's the story of Bert's blanket
That's the story of Bert's blanket
That's the story of Bert's blanket Bert: Hey sheep! Hey sheep, aren't ya going to tell what happens next? Sheep: Oh so I suppose someone waves a magic wand and POOF!
Our wool turns into a blanket and lands on your beeeeeed Bert: Nooooo, that's not what happens to your wool. Now listen,
It goes to a mill before it lands in bed
'Cause it's gotta be twirled into long strong thread
Then it's gotta get dyed to a nice dull grey
Then woven into cloth before it's sent on its way
Get the picture? Sheep: Yes we see Bert: Well there's more
A few more touches and it goes to a store
Where it's put on a shelf, it's not long before
A warm grey blanket catches someone's eye
He says ""Hey, that's the blanket I've been longing to buy!"" Sheep: Well I'll be dagnabbed. So that's what happens! Bert: So when you climb in bed before you go to sleep
As you snuggle in your covers please think of these sheep Sheep: We'll be back on the range and doing our beeeest
To keep those blankets coming from our ranch in the weeest That's the story of Bert's blanket (repeated) Bert: Hey it's kinda late for you guys to be heading for your ranch,
There's plenty of room here if you'd like to sleep over,
See no one's using Ernie's bed. Huh? Sheep: Oh great, sounds great, thanks! Bert, as the sheep start piling into his bed: No, Ernie's bed, not my bed! Bert just sighs and gives in.",Sesame Street,Sesame Street Bert's Blanket lyrics
58,"Ernie: (coming in from the left) Hey Bert! Bert, the place looks great! You've been cleaning house, haven't you?
Bert: Yeah, I have. It - it looks okay, huh?
E: Mm-hmm. Wonderful.
B: Okay. You know why I'm concerned?
E: (shaking head) Uh-uh.
B: 'Cause my brother Bart is coming to visit today.
E: No kidding!
B: Yeah.
E: Hey, I've always wanted to meet your brother Bart!
B: Yeah, well, look, he's gonna be here any minute now, but I wanna go into the bedroom and comb my hair and change into some new shoes. So if he comes, could you make him feel at home?
E: Oh, sure Bert... (Bert starts to leave) Ho-whoa, wait a second...
B: What?
E: How will I know it's your brother Bart, Bert?
B: What's that?
E: Well, you see, I've never met him, and so if he comes to the door, how will I know that it's him?
B: Ah! Oh, well it's easy! For one thing, we're exactly alike.
E: You are?
B: Yeah, we're twins. He looks exactly like I do.
E: No kidding!
B: Yeah, no kidding. Isn't that exciting?
E: You mean he's got the same sort of a pointy head as you do Bert? (pointing) And does he have the same sort of little bushy-bush of black hair up on top and the same sort of beady eyes as you do Bert? (points) And does he have the same sort of, uh, cucumbery nose here, and the same sort of, uh, sticky-out ears and the same grumpy mouth? And the same no-shoulders? (grabs Bert's arm and flops it as he talks) And does he have the same sort of floppy-soggy arm as you do Bert? Huh?
B: (taking his arm back and wiping it off with the cloth as he speaks, indignantly) Uh, yeah, in a...in a manner of speaking I guess we are both handsome in the same way.
E: Hmm. You both look like that, huh?
B: Yeah. Now look, I've gotta go and get ready, now will you please make him feel at home if he comes?
E: Oh sure, Bert.
B: Okay.
E: I'd be delighted to. (Bert goes off, Ernie starts humming to himself) Hmm-mmm-mmm... (there is a knock at the door) Oh, that must be Bert's brother Bart now! (shouts) Come in!
(door opens with a ""ta-daa!"" trumpet flourish and drumroll, and there in the doorway stands someone who looks exactly like Bert, but with his hair combed down and who is wearing a loud plaid suit and bow tie)
E: (coming over) Good Heavens! (aside, to us) It's true! Why he's got the same pointy head and the same bushy-bush of black hair, (looks again) and he's got the same beady eyes and the same sticky-out ears and the same grumpy mouth, (looks again) and he's got the same cucumbery kind of nose and the same no-shoulders, and - (reaches down and flaps Bart's arm) and he's got the same soggy-floppy kind of arms! (out loud) Why, you must be Bert's brother Bart!
Bart: (coming in and walking around) Yes sir, Bart's the name and sellin's my game - (laughs) Mwhaa mwhaa mwhaa mwhaa! But I really wanna tell you, you must be Ernie.
Ernie: (shocked silent) Mm-hmm.
Bart: Heh heh! Well I just came into town by way of Buffalo - but next time...I'll take the train! Mwhaa mwhaa mwhaa mwhaa!
Ernie: Oh! I'm aghast!
Bart: No, you're not aghast. You live here. I'M a ""ghast""! Mwhaa mwhaa mwhaa mwhaa mwhaa mwhaa! But seriously, where's old Bert anyway, huh?
Ernie: (spluttering)
Bart: Probably in there, huh? Okay, see ya later, pal! (whacks Ernie on the back really hard and heads off towards the bedroom) Heh heh! Hey! Bert, your old brother Bart's here. Let's paint the town red! (door slams)
Ernie: Hmm. You know, Bert and Bart are alike in a lot of ways. But in some ways, they're kind of different, too!",Sesame Street,Sesame Street Bert's Brother Bart lyrics
59,"I got this pain that I just can't deal with
How I wish I had somebody to go and eat oatmeal with
Oh gee, I really need a friend to play with me
I'd give him friendship and affection
I'd even let him come and see my paper clip collection
Oh gee, I sure could use a friend to play with me
In line he'd gladly stand
To watch a marching band
Or buy some saddle shoes (laugh)
He'd worship argyle socks, collect them by the box
He'd help me chase these blues
My style would please him, more than a smidgeon
He'd say, ""It's really nifty Bert, the way you dance the pigeon""
Oh gee, I gotta find a friend to play with me
Won't somebody hear my plea?
Wanna end this misery
I wish I had a friend to play with me",Sesame Street,Sesame Street Bert's Lament lyrics
60,"Look at them
And look at us
One is Francine
One is Gus
Lots of people
Think they're boring
But we don't
Not us He is gray
And so is she
You like pigeons
Just like me
Lots of people
Think we're silly
But I don't
Not me We go for the same kind
Of music
Any old rousing march
Will do We both like the same
Kind of oatmeal
It's no good without
A lump or two Watch them soar
Up to the sky
They are flying
So am I Lots of people
Just don't understand
But you do
And so
Do
I You like oatmeal
I do too
You like paperclips
Me too!
You play checkers
I do too
You like me
And I
Like
You",Sesame Street,Sesame Street Bert's Love Song lyrics
61,"Sesame Street - Bert's Nap
B: *yawn* Oh boy...It's time for nap...am I tired *yawn*
(Bert gets all comfortable in bed and begins to snore)
E: Bert! Oh Bert! Ol' buddy Bert? Hey Bert.Where are ya Bert?
(sees Bert in bed)
Oh! Mmmm...You know it is just possible that my old buddy Bert is asleep.
For one thing, he's lying down, which he usually does when he is asleep.
For another thing his eyes are closed.yeah.
And for another thing, he's not answering me when I talk.
So old buddy Bert is probably asleep, but I will check just to make sure.
(pokes Bert)
Poke Poke Poke Poke Poke Poke Poke!
Note how I can poke old buddy Bert is the stomach and he doesn't complain.
Now when old buddy Bert is awake and I poke him in the stomach, he complains.
(sees Bert's arm)
Oh looky here. Note how floppy and soggy-like old buddy Bert's arm is.
When old buddy Bert is awake, he's not floppy and soggy like.
So, I am quite certain that old buddy Bert is very definitely asleep.
And....(Bert rolls over with eyes open) On the other hand...Now his eyes are open!
My old buddy Bert's eyes are usually open only when he is awake,
so he's probably awake, but I will check just to make sure.
Poke Poke Poke Poke Poke Poke Poke!
B: Now cut that out!
E: See, I was right he's awake!
B: Ernie!
E: Yeah?
B: Why did you wake me up?
E: Did I wake you up old buddy?
B: Yes you did!
E: See, I was right, first he was asleep and now he is awake.
B: Ernie, why'd you wake me up?
E: Uh...Oh!.uh...because I have something very important to tell you.
B: What's that?
E: Well, you see I just looked at the clock.
B: So?
E: It's time for your nap.
B: Ahhhhh!
E: Well, sleep tight. Mmmm.Mmmmmm",Sesame Street,Sesame Street Bert's Nap lyrics
62,"Big Bird and Snuffy: Best friends, best friends
Buddies right to the end friends Big Bird: I'll be the trumpet Snuffy: I'll be the drum Big Bird: I'm tan-tan-ta-rah! Snuffy: I'm dum-dum-dum (catching himself) Um, wait a minute, Bird
I want to be tan-tan-ta-rah Big Bird: Sorry, next time! Big Bird and Snuffy: We share the see-saw
We share the slide Gabby and Miles: When we play hide and seek Miles: I go seek Gabby: And I go hide
But I always let you find me Miles: That's true Big Bird and Snuffy: Best friends, best friends
Buddies right to the end friends Big Bird: Comrade! Snuffy: Pal! Gabby: Amigo! Miles: Chum! Baby Bear: I'm Tweedledee, and you're Tweedle- Telly: Dum!
(catching himself) oh, whoa, wait a minute,
I wanna be Tweedledee! Baby Bear: Too late ... I'm Tweedledee! Telly: Aaaaagh ... Gordon: And when it's cloudy
She makes me sunny Susan: And when his jokes are bad
I always laugh
And tell him he's funny! Baby Bear and Telly: He sleeps at my house I sleep at his
Our Mommies always say - Baby Bear: Gimmie a break! Telly: Gee whiz! Big Bird and Snuffy: Best friends, best friends
Buddies right to the end friends Big Bird: Comrade! Snuffy: Chum! Susan: Pal o' mine! Gordon: Partner! Baby Bear: Croney! Telly: Valentine! Big Bird and Snuffy: We'll be friends forevermore
Even 'til we're eight or nine! Big Bird and Snuffy, Snuffy and Big Bird
Big Bird and Snuffy, Snuffy and Big Bird
Best friends Gabby and Miles: Best friends Baby Bear and Telly: Best friends Susan and Gordon: Best friends A Honker: Honk! Honk! A Dinger: Ding-ding-dong! Big Bird and Snuffy: Snuffy and Big Bird!",Sesame Street,Sesame Street Best Friends lyrics
63,"When there's cheese in the middle
Of two slices of bread
It's between, between
And when you slip into the sheets
Of your comfy bed
You're between, between Whenever that is on that side
And this is on this
Right there in the middle
Is right between sis
Between, between, between, between When you're driving in a car
Inside the painted lines
You're between, oooh between
And if there's cream inside the cookie
That you're gonna bite
It's between, between Yeah when there's someone on one side
And someone on the other
Right there in the middle
You're right between brother
Between, between, between, between Now you know what I mean
By between, between",Sesame Street,Sesame Street Between lyrics
64,"Spoken:
Lead Squirrel: Now we're gonna sing a song for you, about a bird we all know who doesn't fly. Right girls? Other Squirrels: Right! Sung:
Big Bird doesn't fly
No, no
Big Bird doesn't fly
No, no
Big Bird doesn't fly
No, no
Big Bird doesn't fly Big Bird: I don't fly Squirrelles: Big Bird doesn't fly Big Bird: I don't fly, I just walk on by Squirrelles: Big Bird doesn't fly
No, no
Big Bird doesn't fly He can hop
And he can skip right to the Fix-It Shop
He likes to roller-skate
But, my, oh my Big Bird: I just can't fly Squirrelles: Big Bird doesn't fly
No, no
Big Bird doesn't fly He can waddle with the best
And he can leap-frog right to his nest
He walks backwards easy as pie
But, my, oh my Big Bird: I just don't fly Squirrelles: Big Bird doesn't fly
No, no
Big Bird doesn't fly He knows how to chase
He comes first in a three-legged race
He'll even jitter-bug
But, I don't know why, he just don't fly
I don't know why
He just don't fly
Big Bird doesn't fly
No, no
Big Bird doesn't fly Spoken: You're in great voice today, girls!
So, Big Bird, tell us, why don't you fly? Others: Yeah, why? Big Bird: I just haven't learned yet. But, you know, I've heard that some squirrels can fly. Squirrelles: Really? Let's try it, girls! A-one, a-two, a-three ... (they jump up, trying to fly, then fall to the ground, giggling) Big Bird: Must be some other kind of squirrel. Are you okay, girls? Squirrelles: Yeah! We're fine!",Sesame Street,Sesame Street Big Bird Can't Fly lyrics
65,"The earth's a Big Blue Marble
When you see it from out there
The sun and moon declare
Our beauty's very rare Folks are folks and kids are kids
We share a common name
We speak a different way
But work and play the same We sing pretty much alike
Enjoy spring pretty much alike
Peace and love we all understand
And laughter, we use the very same brand Our differences, our problems
From out there there's not much trace
Our friendships they can place
While looking at the face
Of the Big Blue Marble in space",Sesame Street,Sesame Street Big Blue Marble lyrics
66,"We're three big kids
Tough as rocks
Meanest dudes on the whole block
So it may come as quite a shock
That when we're feeling sad and blue
We big kids cry boo-hoo!
Yes we do!
Yes we do!
We big kids cry boo-hoo
Boo-hoo, wah-wah, sob-sob, (sniff)
Boo-hoo, wah-wah, sob-sob, (sniff)
Boo-hoo, wah-wah, sob-sob, (sniff) We can cry loud
We can cry low
And we want everyone to know
That when you're feeling down or misunderstood
A little cry can do you good!
Fill the air!
Chill your mood!
A little cry can do you good
Boo-hoo, wah-wah, sob-sob, (sniff)
Boo-hoo, wah-wah, sob-sob, (sniff)
Boo-hoo, wah-wah, sob-sob, (sniff)
A little cry can do you good!",Sesame Street,Sesame Street Big Kids Cry lyrics
67,"Eyes are nice, and so are lips
And also hair and finger tips
But dearer to my heart
Is my favorite body part I love a big round nose
A nose to smell a rose
I love a nose that's cute
And sweet and small
A nose that helps you sneeze
A nose to give a little squeeze Yes, I'm fond of almost any nose at all Oh, I love a turned up nose
Just give me one of those
A nose to breathe the air
So clear and fine
To breathe and sneeze and smell
That's what a nose does well
I'm so glad to know my nose is mine",Sesame Street,Sesame Street Big Round Nose lyrics
68,"Well, you can count my tie (one tie)
Well, you can count my shirt (one shirt)
Well, you can count my eyes (one, two)
Oh my dessert (??) (one, two)
Well, I don't care what you choose
But you've got to count my blue suede shoes (gotta gotta) That's one, two
Blue suede shoes (blue suede shoes)
Three, four, five
Baby, blue suede jive (blue suede jive)
Six, seven, eight
Blue suede's great (blue suede's great)
Nine, ten, eleven
Blue suede heaven (blue suede heaven)
I don't care what you choose
But you've got to count my blue suede shoes That's one, two
Blue suede shoes (blue suede shoes)
Three, four, five
Baby, blue suede jive (blue suede jive)
Six, seven, eight
Blue suede's great (blue suede's great)
Nine, ten, eleven
Blue suede heaven (blue suede heaven)
Well, I don't care what you choose
But you've got to count my blue suede shoes
Oh yeah (oh yeah)",Sesame Street,Sesame Street Blue Suede Shoes lyrics
69,"You pick yourself a berry
And you put it in a bucket
Pick yourself another
Plump and juicy and new
Pick yourself a handful
Too yummy for the bucket
Squoosh 'em in your mouth
Until it all turns blue You've got blueberry mouth
Yummy blueberry mouth
Juicy blueberry mouth
Nothing so squooshy and sweet Pick yourself a berry
Save it in a basket
Pick 'em in the sunshine
All golden and hot
Pick yourself a handful
Who cares about that basket
Chew 'em up and swallow 'emmmmm
What have you got You've got blueberry mouth
Yummy blueberry mouth
Scrumptious blueberry mouth
Nothing so squooshy and sweet Pick yourself a berry
For your basket or your bucket
Pick yourself a handful
Roll 'em 'round in your hand
Pick yourself a mouthful
Need no basket and no bucket
The pleasure that you've got
Is even sweeter than you'll find Blueberry mouth
Yummy blueberry mouth
A scrumptious blueberry mouth
Nothing so squooshy and sweet Blueberry mouth!",Sesame Street,Sesame Street Blueberry Mouth lyrics
70,"Feel your fingers, feel your toes
Grab your elbow, pinch your nose
Touch your ankle, tap your knees
Give your chin a little squeeze
You'll feel something hard inside
And it can not be denied
What you feel seems hard as stone
And it's something called the bone Oh there are bones, bones, bones, bones
Bones inside of you
Bones, bones, bones, bones
More than just a few
So many you can count them
Amazing but it's true
There are bones, bones, bones, bones
Bones inside of you There are bones inside your hand
In your feet to help you stand
In your elbow and your heel
Lots of lovely bones to feel
Though your bones are hard to see
Still you have them just like me
They are not outside but in
Yes they're underneath your skin Yes there are bones, bones, bones, bones
Bones inside of you
Bones, bones, bones, bones
More than just a few
So many you can count them
Amazing but it's true
There are bones, bones, bones, bones
Bones inside of you (spoken)
Now, when you put all those bones together, you may come up with something we call a skeleton. Remember that word, it's one of my favourites. And now, boys and girls, I will tell you what happens if you didn't have any bones ... (sung)
If you had no bones at all
Then you couldn't run or crawl
And you couldn't stand up straight
Or eat dinner off your plate
Without bones we'd all fall down
Just like puddles on the ground
Just like melted ice-cream cones
If we didn't have our bones Yes, there are bones, bones, bones, bones
Bones inside of you
Bones, bones, bones, bones
More than just a few
So many you can count them
Amazing but it's true
There are bones, bones, bones, bones
Bones inside of you (spoken)
And now the most fun of all, I will count all the bones I can think of. The toe bone, that's one, the heel bone is two, the ankle bone is three, shin bone, four, knee bone, five, hip bone, six, rib bones that's seven, eight, nine, ten, eleven .... I love counting bones, ah, ah, ah, ah!",Sesame Street,Sesame Street Bones (inside Of You) lyrics
71,"When we're roamin' the streets and we see one car
We always add one and make it two
It don't matter why we like to add one and one
Out here it's the thing to do
Now some say that screaming ""one plus one"" all night
Means we're thoughtless, cruel, and bad
But kids like you and me baby, we were born to add Yes, sir, we were! As we keep on wandering we see two trash cans
So we add one and make it three
There's a lot of us adders on the Jersey Shore
Out here it's the thing to be
Yeah, we'll keep on shoutin' ""one plus two""
Even though it makes 'em mad
'Cos kids like you and me, baby, we were born to add That's your fate, baby
Take it, Clarice! One and two and
Three police persons spring out of the shadows
Round the corner comes one more
And we scream into that bitter night, ""hey, three plus one makes four""!
Well, they seemed to think we're disturbin' the peace
But we won't let 'em make us sad
'Cos kids like you and me, baby, we were born to add Baby we were born to add!
Baby we were born to add!
Add! Add! Add!
Baby we were born to add!
Add! Add! Add!
Baby we were born to add!
Oh, add
Baby we were born to add!
Baby we were born to add!
Add, add, add, add, add!",Sesame Street,Sesame Street Born To Add lyrics
72,"Me want a soft boiled cookie
And a glass of cookie juice on the side
Or for a change one morning
Me will have cookies scrambled or fried It isn't hard each morning
To keep me satisfied
Just give me a soft-boiled cookie
And a glass of cookie juice on the side Sometimes I have a bowl of some crunchy cereal I'd even have some orange juice too
On other days my favorite is boiled eggs and toast
And sometimes a stack of pancakes is the breakfast I love most I'd drink a glass of milk or a cup of cocoa
Or even have a cup of tea
So many things a fella can eat for breakfast
That's why breakfast is so much fun for me",Sesame Street,Sesame Street Breakfast Time lyrics
73,,Sesame Street,Sesame Street Brush Brush Boogie lyrics
74,"Oh, when I'm in my bubbly tub
A funny thing happens to me when I scrub
I splash and I wash and then it comes along
And soon I'm a'gigglin' and a'singin' this song Oh a bubble on my snuffle
While I'm taking my bath
A bubble on my snuffle
Is making me laugh
Ha, ha, ha, ha
Ho, ho, he
A bubble on my snuffle
Is tickling me
I said, a bubble on my snuffle
Is tickling me It's the silliest sight you've ever seen When a snuffleupagus is gettin' clean
No bath is better, I suppose
Then when there's a bubble on the end of your nose! Yeah, a bubble on my snuffle
While I'm taking my bath
A bubble on my snuffle
Is making me laugh
Ha, ha, ha, ha
Ho, ho, he
A bubble on my snuffle
Is tickling me
I said, a bubble on my snuffle
Is tickling me",Sesame Street,Sesame Street Bubble On My Snuffle lyrics
75,"If what I am is what's in me
Then I'll stay strong that's who I'll be
And I will always be the best
Me that I can be Oh I'm going to keep my head up high
Keep on reaching high
Never going to quite
Just keep getting stronger What I am is
What I am is
What I am is
What I am is
What I am is",Sesame Street,will.i.am What. Am lyrics
76,"It's not that easy being green
Having to spend each day the color of the leaves
When I think it could be nicer being red or yellow or gold
Or something much more colourful like that It's not easy being green
It seems you blend in with so many other ordinary things
And people tend to pass you over
'Cause you're not standin' out like flashy sparkles on the water
Or stars in the sky But green's the colour of spring
And green can be cool and friendly-like
And green can be big like an ocean
Or important like a mountain
Or tall like a tree When green is all there is to be
It could make you wonder
But why wonder, why wonder?
I'm green, and it'll do fine
And it's beautiful
And I think it's what I want to be",Sesame Street,Glee Cast Bein' Green lyrics
77,"Bubbe's Boarding House
Bubbe's Boarding House
If you love to learn
Then you'll learn to love The place I'm thinking of
Bubbe's Boarding House
Bubbe's Boarding House
Have lunch with rhinoceros Or even a mouse
At Bubbe's Boarding House
Every Jewish holiday you'll find us here
Celebrating all day and night Learning Jewish traditions
And eating everything in sight!
Bubbe's Boarding House
Bubbe's Boarding House! You can bring your Uncle Sidney
Your kids or your spouse To Bubbe's Boarding House
Bubbe's Boarding House
Bubbe's Boarding House We're having a Seder for this Passover time
Clean all the brass
Give a horn a shine
Bubbe's Boarding House
Bubbe's Boarding House
It's the place to be you're a sheep
Or a mouse
At Bubbe's Boarding House
Bubbe's Boarding House!",Sesame Street,Phil Baron Bubbe's Boarding House Theme Song lyrics
78,"Bubbe's Boarding House
Bubbe's Boarding House
If you love to learn Then you'll learn to love
The place I'm thinking of
Bubbe's Boarding House
Bubbe's Boarding House
Have lunch with rhinoceros Or even a mouse
At Bubbe's Boarding House
Every Jewish holiday you'll find us here
Celebrating all day and night
Learning Jewish traditions
And eating everything in sight! Bubbe's Boarding House
Bubbe's Boarding House!
You can bring your Uncle Sidney
Your kids or your spouse To Bubbe's Boarding House
Bubbe's Boarding House
Bubbe's Boarding House We're having a Seder for this Passover time
Clean all the brass
Give a horn a shine
Bubbe's Boarding House
Bubbe's Boarding House
It's the place to be you're a sheep
Or a mouse
At Bubbe's Boarding House
Bubbe's Boarding House!",Sesame Street,Phil Baron Bubbe's Boarding House Theme Song (Passover Version) lyrics
