,Lyrics,Show,Song Name
7,"Bert: (spoken)
Oh boy. Oh boy. It's one o'clock.
The little hand's on the one, and the big hand's on the twelve.
You know what I say to myself every day at one o'clock?
I say to myself, Bert, it's one o'clock now - time for one of the most exciting things I do everyday.
It's time for my nap. Sung:
Oh, it's time for a nap now
Time for resting my head
Yes, it's time for a nap now
Nice and comfy in bed
Feel my eyes getting drowsy
Time for counting some sheep
It's such a perfect time to get some sleep Ernie: Hi there, Bert. Hey, I've got a great idea for what we can do now, Bert. Bert: Please don't bother me now, Ernie Ernie: How would you like to play some ball, Bert?
Wouldn't you like to go outside?
Wouldn't you like to play a game of hide and seek?
You seek, I'll hide
(No thanks, Ernie)
Maybe a run around the block, Bert
Really, it's such a lovely day
And such a perfect time for us to go out and play
Come on, are you ready? Bert: I'd really rather not Ernie: Well, why not, Bert? (They sing their parts overlapping) You sure you don't want to come outside?
I'm sleepy
Okay, byebye
Goodnight",Sesame Street,Sesame Street Naptime lyrics
8,"I nearly missed a rainbow
I nearly missed a sunset
I nearly missed a shooting star I nearly missed a rainbow
I nearly missed a sunset
I nearly missed a shooting star going by While lookin' at my feet, at a crack in the sidewalk
An old tin can by the side of the road
I nearly missed a rainbow
I nearly missed a sunset
I nearly missed a shooting star going by While studying a brand new hole in my sneaker
And finding a quarter and an old bus token
I nearly missed a rainbow
I nearly missed a sunset
I nearly missed a shooting star going by Looking down at the ground means you know where you're going
No head up in the clouds to lead you astray
But you can't ever have any kind of dream that way Looking down at the ground means you know where you're going
No head up in the clouds to lead you astray
But you can't ever have any kind of dream that way While looking at my feet at a crack in the sidewalk
An old tin can by the side of the road
I nearly missed a rainbow
Elmo nearly missed a sunset
I would've missed a shooting star going by I nearly missed a rainbow
Don't want to miss that sunset
I wouldn't miss a shooting start going by
Passing me by
Passing me by",Sesame Street,Sesame Street Nearly Missed lyrics
9,"I nearly missed a rainbow
I nearly missed a sunset
I nearly missed a shooting star I nearly missed a rainbow
I nearly missed a sunset
I nearly missed a shooting star going by While lookin' at my feet, at a crack in the sidewalk
An old tin can by the side of the road
I nearly missed a rainbow
I nearly missed a sunset
I nearly missed a shooting star going by While studying a brand new hole in my sneaker
And finding a quarter and an old bus token
I nearly missed a rainbow
I nearly missed a sunset
I nearly missed a shooting star going by Looking down at the ground means you know where you're going
No head up in the clouds to lead you astray
But you can't ever have any kind of dream that way Looking down at the ground means you know where you're going
No head up in the clouds to lead you astray
But you can't ever have any kind of dream that way While looking at my feet at a crack in the sidewalk
An old tin can by the side of the road
I nearly missed a rainbow
Elmo nearly missed a sunset
I would've missed a shooting star going by I nearly missed a rainbow
Don't want to miss that sunset
I wouldn't miss a shooting start going by
Passing me by
Passing me by",Sesame Street,Sesame Street Nearly Missed (sesame Street Version) lyrics
10,"No matter what you look like
No matter what your name
No matter the house you live in
In some ways everybody's the same You shiver when it's cold out
Feel warm when the sun gets hot
When you're happy you laugh and you giggle
When you're sad you cry a lot
No matter what No matter big or tiny
Or eyes of brown or blue
No matter the shape of the nose on your face
Some things are true about you, yeah You shiver when it's cold out
Feel warm when the sun gets hot
When you're happy you laugh and you giggle
When you're sad you cry a lot
No matter what Skin of brown or yellow
Bodies short or tall
When it comes to feelings
What your body looks like doesn't matter at all
Your hair is loose and wavy
Or else in rows real tight
Gold as the pretty pretty sunshine
Or black as the beautiful night, still You shiver when it's cold out
Feel warm when the sun gets hot
When you're happy you laugh and you giggle
When you're sad you cry a lot
You shiver when it's cold out
Feel warm when the sun gets hot
When you're happy you laugh and you giggle
When you're sad you cry a lot
And that's true no matter who
No matter what",Sesame Street,Sesame Street No Matter What lyrics
11,,Sesame Street,Sesame Street No One Like You lyrics
12,"*crowd cheering* Big Bird: Hi everybody, it's me, Big Bird. Well, I'm back and I've decided to stand right here and keep barking until Mr. Snuffleupagus finds me. BARK BARK ARF ARF. Gordon: Ah come on now, Big Bird, hey, Big Bird, cut it out, will ya? There's no such thing as a Snuffleupagus ... Mr. Hooper: That's telling him. Gordon: He's just an imaginary friend of yours ... Big Bird: No, Mr.Snuffleupagus is real, and I'm gonna keep barking 'til he comes .. (Big Bird continues barking) Gordon: All right, Big Bird, if you're gonna stand there and bark, then we are just going to find this .. imaginary Snuffleupagus .. c'mon everybody .. let's go .. Big Bird: Gosh, everybody's gone .. I'm all alone ... Well I'd better keep barking anyway .. (Snuffy music starts as Big Bird barks.) Big Bird: Hey Everybody! Look who's coming .. it's Mr.Snuffleupagus! You heard me barking .. Snuffy: Oh hello, Bird.. Big Bird: You heard me barking.. Snuffy: Yes, oh dear .. look at all those kids .. Hi, kids.. Kids: HI! Big Bird: Oh, Mr.Snuffleupagus, you'll finally going to get to meet my other friends, I'll go get them.. Gordon! Susan! Snuffy: Well, Bird has gone. I wonder if any of his friends will ever get to see me. Snuffy sings: Nobody seems to see me
Though I stand here night and noon
I guess I'll just go back to my house
And make believe I'm the moon Nobody seems to hear me
When I try to talk and sing
I guess I'll just go back to my house
And make believe I'm Spring Everybody opens up their heart
To the moon and the Spring
And I know why
Everybody opens up their heart
To familiar things
But strange things make them shy
And afraid sometimes Nobody seems to want me
Though I wish on stars above
I guess I'll just go back to my house
And make believe I'm love
And make believe I'm love Everybody opens up their heart
To the moon and the Spring
And I know why
Everybody opens up their heart
To familiar things
But strange things make them shy
And afraid sometimes Nobody seems to want me
Though I wish on stars above
I guess I'll just go back to my house
And make believe I'm love
And make believe I'm love (Kids cheer) Snuffy: Well, I guess Bird couldn't find his friends.. I have to go home to my cave now. I'll see you later, bye bye.. (Snuffy music starts) Big Bird: Bob! Maria! C'mon c'mon.. Mr.Snuffleupagus is right here! (Snuffy music fades) Bob: What is it, Big Bird.. Big Bird: Oh.. he's gone.. Maria: Of course, he's gone, Big Bird, he's only in your imagination.. (Snuffy music fades in, kids scream) Bob: No, you've pulled that trick on us so many times, Big Bird, we're not going to fall for it anymore, Big Bird.. Big Bird: Oh Bob! Wait! Look look! Look behind you! He's here! Turn around! Maria: Oh come on, Big Bird, not again.. Big Bird: Maria.. C'mon.. look look.. (Snuffy music fades) Bob: No, we're just not gonna fall for it again, Big Bird.. Big Bird: Ahh.. well don't bother turning around now.. cause he's gone. Bob: I'm sure.. (David, Gordon, Susan and Mr.Hooper come from offstage) Gordon: What's going on? David: Yeah, what's going on, Big Bird.. Susan: What's all the commotion? Big Bird: Everybody missed the Snuffleupagus. (they groan) He was right here and Bob and Maria didn't even turn around to look at him.. Mr.Hooper: Well.. the Snuffleupagus.. (general agreement between the adults) Big Bird: Hey, you saw him, didn't you kids? (Kids cheer)",Sesame Street,Sesame Street Nobody lyrics
13,"Well an octopus' life isn't easy
I want to tell you why
Too many arms to wave hello with
Too many to wave good-bye
Oh no, no, no
I just don't know which arms to use
I've got the 1-2-3-4-5-6-7-8 blues I took a fish on a date to the movies
She said, ""Honey put your arms around me tight""
I said, ""By the time I put all my arms around you
Gonna be sometime next Wednesday night!""
Oh no, no, no Life is just full of tough news
I've got the 1-2-3-4-5-6-7-8 blues I've got trouble with my girlfriend among other things
She's an octopus and she says to me,
""Honey, please buy me 8 diamond rings!""
Oh no, no, no
Life is full of tough news
I've got the 1-2-3-4-5-6-7-8 blues
I said the 1-2-3-4-5-6-7-8 blues
The octopus blues",Sesame Street,Sesame Street Octopus Blues lyrics
14,"Oh, what a fabulous party
My, what a swanky soiree
Yes, anybody who's anyone
Is gathered at the table today I'm sitting next to the Hostess
Right next to Flippy the Chimp
He's next to Princess von Toaster-head
And she's sitting next to a Blimp Next comes the Bowling Pin Heiress
Next to the family from Voop
They're next to somebody no one knows
Who stuck his nose in the soup! He's next to Doctor Del Gatto
Next to Penelope Bone
Next to a famous Astrologist
Who talks on a cellular phone Next comes Prime Minister Hoo-ha
Next to a talented flea
She's sitting next to the Hostess
And...
The Hostess is next to me!",Sesame Street,"Sesame Street Oh, What A Fabulous Party lyrics"
15,"Old friends, new friends
Home with the family
We'll be together at Christmas
Snowflakes, sleighbells
Bringing back memories
We'll be together at Christmas
Some things change with passing years
Let this feeling stay
Old friends, new friends
Hoping we'll always be
Here with each other together
On Christmas Day",Sesame Street,"Sesame Street Old Friends, New Friends lyrics"
16,"(background fish in brackets) There's a place
Where I can sit
Just me, myself and I
On my pond (on my pond)
On my pond Where the water's
Fresh and clean
And peaceful as a sigh
On my pond (on my pond)
On my pond Look at the grass all around me
It's green as the smile on my face
Look at the trees they astound me
Wow, what a beautiful place There's a spot
Where no one lives
But quiet little fish
On my pond (on my pond)
On my pond Nature lets me
Come and visit
Any time I wish
On my pond (on my pond)
On my pond Look at us all
We're enjoying
A breath of sweet country air (a boat goes by trailing fumes, Kermit coughs,
a family turns up a boombox loud) Hey! This is getting annoying
Please keep it down over there!
Wait a minute! Who said you
Could dump your garbage here?
On my pond (on my pond)
On my pond Cleaning it all up again
Could take us years and years
On my pond (on my pond)
On my pond Keeping it clean to begin with
Yes that's the smart thing to do (fish pop up with their faces covered in gas masks) (Don't let them cover our fins with
Any more black slimy gooooooo!) Save a place where I can sit
Just me, myself and I
On my pond (on my pond)
On my pond
Keep the water fresh and clean
And peaceful as a sigh
On my pond (on my pond)
On my pond
(repeat as people start picking up garbage) Isn't it a lot nicer with everything all cleaned up like this? On my pond (on my pond)
(repeat and fade)",Sesame Street,Sesame Street On My Pond lyrics
17,"Oh, the number one is not my favorite number (why?)
'Cause one means only me and there's no you (aw, Ernie)
But one plus one you see
Makes two, that's you and me
And it's more fun when one and one make two Oh, one and one make two
At least I'm pretty sure they do
Oh yes it's true
One and one make two Now, say you want to play upon a seesaw
You're all alone and don't know what to do (well, what would I do, Ernie?)
Well, just go and find a friend
And he'll sit on the other end
You'll have more fun when one and one make two Oh, one and one make two
At least I'm pretty sure they do
Oh yes it's true
One and one make two Now, everyone needs somebody to share with
A pal to help and care for through and through
And there's no one that I've known
Who can do those things alone
It's a lot nicer when one and one make two Oh, one and one make two
At least I'm pretty sure they do
Oh yes it's true
One and one make two (Let's sing harmony!)
One and one make two
At least I'm pretty sure they do
Oh yes it's true
One and one make two
I said, it's true
One and one make two
They certainly do
One and one make two-oo-ooh!",Sesame Street,Sesame Street One And One Make Two lyrics
18,"Ernie: I've got two eyes
Elmo: Oh, got two eyes
Ernie: So I can see
Elmo: Yes, eyes can see
Ernie: I've got two ears to listen to what you say to me
Elmo: What you say to me Ernie: I've got a mouth
Elmo: Yes, got a mouth
Ernie: So I can speak
Elmo: A mouth can speak
Ernie: I've got a cheek right here
And here I've got another cheek
Elmo: Another cheek Ernie: I've got a nose
Elmo: One little nose
Ernie: So I can smell
Elmo: A nose can smell
Ernie: I've got a chin
But what a chin does I just can't tell
Elmo: Just can not tell Ernie: I've got eyes, ears, nose, mouth, cheek, and chin
Each in its place
And they're all part of one fine face Ernie: You've got two eyes Elmo: Two pretty eyes
Ernie: So you can see
Elmo: Just look and see
Ernie: You've got two ears to listen to what you say to me
Elmo: What you say to me Ernie: You've got a mouth
Elmo: Oh yes, a mouth
Ernie: So you can speak
Elmo: A mouth can speak
Ernie: You've got a cheek right here
And here you've got another cheek
Elmo: Another cheek Ernie: You've got a nose
Elmo: A little nose
Ernie: So you can smell
Elmo: A nose can *sniff*
Ernie: You've got a chin
But what a chin does you just can't tell
Elmo: Just can not tell Ernie: You've got eyes, ears, nose, mouth, cheek, and chin
Elmo: Each in its place
Both: And they're all part of one fine face
Yes, they're all part of one fine face",Sesame Street,Sesame Street One Fine Face lyrics
19,"(Monsterpiece Theatre overture plays as we pan in on Cookie Monster seated in his chair wearing his lovely red smoking jacket.)
Cookie Monster: Good evening, and welcome to Monsterpiece Theatre. Me Alistair Cookie. Tonight me proud to present, ""One Flew Over The Cuckoo's Nest"". Story of number one and his historic flight over cuckoo's nest. Here now, ""One Flew Over Cuckoo's Nest"".
(He picks up what looks like a script in a red school binder and reads to himself as the scene changes to three chickens behind some chicken-wire. They stop pecking in the hay and look up as a number three with little silver wings flies in and hovers above their heads.)
Chicken #1: Oooh, look girls, it's the handsome number three!
Chicken #2: Hey, flying my way?!
(The number three flies away off-screen.)
Chicken #3: Toodle-oo (not sure what she says here)!
(All three chickens look at the camera and go, ""Huh?"" as the scene changes back to the studio and Cookie says ...)
Cookie Monster: Hey! Hold it, stop! Sorry, that not ""One Flew Over Cuckoo's Nest"". No, that, umm .... (he checks his notes) ... let's see ... yeah, here. That ""Three Flew Over Chicken Coop"", story of handsome number three. (checks his notes again) Let's see, okay, here, here, here, here now, ""One Flew Over Cuckoo's Nest"".
(Scene changes to two pigs snorting in the mud. One looks up as the sound of something flying towards them is heard off-screen.)
Pig #1: Sid?
Pig #2: Yeah, Henry?
Pig #1: Can a number four fly?
Pig #2: No, Henry.
(A number four with silver wings lands with a plop in the mud beside them.)
Pig #1: I didn't think so.
(As Cookie starts to speak, both pigs look at the camera. The scene changes back to the studio.)
Cookie Monster: Whoa! No good! Me very sorry, that not ""One Flew Over Cuckoo's Nest""! That ... ummm ... let me see .... (checks his notes) .... that, yeah, here. That ""Four Flew Over Pigsty, Land In Mud"", very messy story. Now, let's try again or me get new job, oh ho! Here we go, ""One Flew Over Cuckoo's Nest"". Me hope.
(Scene is a tree with one cuckoo bird in a nest.)
Cuckoo Bird: Cuckoo, cuckoo, cuckoo.
(A number one with silver wings flies swiftly overhead. The bird looks at the camera and says ...)
Cuckoo Bird: CuckOOO!
(Back to the studio.)
Cookie Monster: There you have it, ""One Flew Over Cuckoo's Nest"". Finally! Very beautiful, very moving, very silly. Join me next week for ""Rocky 20"", story of ... twenty rocks, very heavy stuff. (He tosses the binder over his shoulder.) This Alistair Cookie, good evening. (Cookie sits back, his chin lifted and his hands across his chest as he strikes a pose.)",Sesame Street,Sesame Street One Flew Over The Cuckoo's Nest lyrics
20,,Sesame Street,Sesame Street One Little Star lyrics
21,"There's magic in the air this evening
Magic in the air
The world is at her best, you know
When people love and care
The promise of excitement is one the night will keep
After all there's only one more sleep till Christmas The world has got a smile today
The world has got a glow
There's no such thing as strangers
When a stranger says ""Hello""
And everyone is family, we're havin' so much fun
After all there's only one more sleep till Christmas 'Tis the season to be jolly and joyous
With a burst of pleasure we feel it all right
It's a season when the saints can employ us
To spread the news about peace and to keep love alive ""Merry Christmas, so long!"" There's somethin' in the wind today that's good for everyone
Yes, faith is our hearts today, we're shinin' like the sun
And everyone can feel it, the feelin's runnin' deep
After all there's only one more sleep till Christmas
After all there's only one more sleep till Christmas day",Sesame Street,Sesame Street One More Sleep 'til Christmas lyrics
22,"Sesame Street
Miscellaneous
One Of These Things (Is Not Like The Others)
One of these things is not like the others,
One of these things just doesn't belong,
Can you tell which thing is not like the others
By the time I finish my song? Did you guess which thing was not like the others?
Did you guess which thing just doesn't belong?
If you guessed this one is not like the others,
Then you're absolutely... right! Another version: Three of these things belong together
Three of these things are kind of the same
Can you guess which one of these doesn't belong here?
Now it's time to play our game (time to play our game). Bonus Version Three of these kids belong together
Three of these kids are kind of the same
But one of these kids is doing his (her) own thing
Now it's time to play our game
It's time to play our game.",Sesame Street,Sesame Street One Of These Things (is Not Like The Others) lyrics
23,,Sesame Street,Sesame Street One Small Voice lyrics
24,"Ernie:
Let's sing a song that everybody knows!
A song that we've all heard before
The tune is simple we know how it goes
With simple words and nothing more
The steady rhythm and the harmony
Makes singing such an easy thing so.....
Let's sing a song that everybody knows
So that everyone can sing! Bert:
Yeah! Like,
The bear went over the mountain, the bear went over the mountain
The bear went over the mountain to see what he could see Ernie:
And...
The itsy bitsy spider went up the water spout
Down came the rain and washed the spider out
Up came the sun and dried up all the rain
So the itsy bitsy spider went up the spout again Bert:
I got one!
A-B-C-D-E-F-G-H-I-J-K-L-M-N-O-P-Q-R-S-T-U-V-W-X-Y-Z!
Now I know my ABC's. Next time won't you sing with me? Ernie:
Or...
George Washington Bridge! George Washington Washington Bridge.
George Washington Bridge. George Washington Washington Bridge.
Here comes the sad part.
(sobbing) George Washington Bridge. George Washington Washington Bridge. Bert: Ernie......... Ernie:
But it ends really happy, Bert.
GEORGE WAHINGTON BRIDGE! GEORGE WASHINGTON WASHINGTON BRIDGE! Together:
Oh! Let's sing a song that everybody knows!
A song that we've all heard before!
The tune is simple we know how it goes
With simple words and nothing more
The steady rhythm and the harmony
Makes singing such an easy thing so....
Let's sing a song that everybody knows
So that everyone can sing
So that everyone......can sing!",Sesame Street,Sesame Street Opening Sing-along Theme lyrics
25,"I go up, you go down
I go in a straight line
You go round and round
I go over and under, you go through
Tell me why do you always do the opposite
of what I do? I go left, you go right
I travel in the daytime
You prefer the night
Wherever I go away from, you go to
Tell me why do you always do the opposite
of what I do? Well, when I come in honey, you go out
You're sure of yourself and
I am filled with doubt
When I want more, you give me less
When I say no, you say
Yes, yes, yes, yes, yes
Honey, you hang loose
And I'm uptight
You know I'm heavy, baby
and you are light
When you stay false, how can I stay true?
Tell me why do you always do the opposite
of what I do?",Sesame Street,Sesame Street Opposite Song lyrics
26,"Oscar: I'll give you a song
That I think is tops:
If you keep up this racket,
I'm calling the cops! (music starts)
David: Oh, Oscar don't allow no singalong singing here
Oscar don't allow no singalong singing here All: Now we don't care what Oscar don't allow
Gonna sing some singalongs anyhow
Oscar don't allow no singalong singing here Big Bird: Oh yeah
Oscar don't allow no banjo-strumming here
Oscar don't allow no banjo-strumming here All: Now we don't care what Oscar don't allow
Gonna strum our banjos anyhow
Oscar don't allow no banjo-strumming here Ernie: Now Oscar don't allow no piano-playing here
Oscar don't allow no piano-playing here All: Now we don't care what Oscar don't allow
Gonna play our piano anyhow
Oscar don't allow no piano-playing here Gordon: Oscar don't allow no drum-drum drumming here
Oscar don't allow no drum-drum drumming here All: Now we don't care what Oscar don't allow
Gonna do some drumming anyhow
Oscar don't allow no drum-drum drumming here David: Oscar don't allow no singalong singing here
Oscar don't allow no singalong singing here All: Now we don't care what Oscar don't allow
Gonna do some singalong singing anyhow
Oscar don't allow no singalong singing here! (spoken)
Oscar: Very funny, very funny (door slams)",Sesame Street,Sesame Street Oscar Don't Allow lyrics
27,"Farley: So, so that's the letter A, Oscar. Oscar: Right and luckily the next letter is B. So I am going to make a B sandwich. Farley: A B sandwich? Oscar: It's an old family recipe. Everything in the sandwich starts with the letter B. You begin with some brown bread and Boston-baked beans
Add boxes of bacon and bits of blue jeans
Boiled boots, billiard balls, black berries too
Butterscotch, broccoli, and buckets of glue Place barbecued buttons on top of it all
A bunch of bananas and a basketball
A beef burger burned till it's black, oh boy!
A big blob of bubble gum, eat and enjoy! Heh Heh Heh Now I'll just toss in this rotten old belt, and a bag of birdseed,
and this beat up, brown, battered and busted old balloon Place barbecued buttons on top of it all
A bunch of bananas and a basketball
A beef burger burned till it's black, oh boy!
It's a big ""B"" sandwich, eat and enjoy!
Umm-Umm-Umm-Umm (chewing sounds) Uh-Oh! Needs more bubblegum",Sesame Street,Sesame Street Oscar's 'b' Sandwich lyrics
28,"(Doooo)
A gooey piece of uncooked bread
(Reeee)
A drop of (blinding?) sun
(Meeee)
The only person I can stand... (Faaaa)
Where you should go away
(Sooooo)
The bottom of a dirty shoe
(Laaaaaa)
A dopey word that makes no sense
(Tiiiiiii)
A drink that I won't have with you Then we go right back to
Do, no, no, no (no, no, no) (doooooo) Don't you
(reeeeeee) Know how
(miiiiiiii) Glad I
(faaaaaa) Am
(soooo) That we're
(laaaaa) Done and
(tiiiiiii) You can
(dooooo) Scram
(Hee, hee)",Sesame Street,Sesame Street Oscar's Do Re Mi lyrics
29,"I know a lot of folks who are extremely loyal
To a banjo or a nice guitar
But I prefer a greasy can of olive oil
With a broken broom handle by far
Some people think the sound of a trombone's devine
But I think wet paper and a comb are fine
So blow the soda bottle, let the soup cans crash
'Cause one guy's treasure is another guy's trash In Oscar's junk band, Oscar's junk band
Stamp your muddy feet and clap your dirty hands
We're gonna play the junkiest tune you can stand
Come on and hear Oscar's junk band Some music fans appreciate the pedal steel
Or a clarinet or violin
But me I love the sound of dried up orange peel
When you shake it in a sardine tin You keep your tuba give me paper tubes to play
Don't want a glockenspiel I want an ice-cube tray
We'd like it rusty, dusty, busted, bent or old
'Cause one gal's garbage is another gal's gold In Oscar's junk band, Oscar's junk band
Stamp your muddy feet and clap your dirty hands
We're gonna play the junkiest tune you can stand
Come on and hear Oscar's junk band We're Oscar's junk band, Oscar's junk band
Stamp your muddy feet and clap your dirty hands
We're gonna play the junkiest tune you can stand
Come on and hear Oscar's junk band
Come on and hear Oscar's junk band, oh yeah!
Come on and hear Oscar's junk band",Sesame Street,Sesame Street Oscar's Junk Band lyrics
30,"Around
Around
Around
Around
Over, Under, and Through Around
Around
Around
Around
Over, Under, and Through Near!
Far!
Near!
Far! Around
Around
Around
Around
Over, Under and Through (Lyrics repeat faster and faster until Grover eventually collapses to the floor)",Sesame Street,"Sesame Street Over, Under, Around And Through lyrics"
31,"Yo-Yo Man: Here's a little poem about over, under, around, and through. (He spins his yo-yo in each direction as he names it.) (Scene changes to show a shipwreck underwater and a big fish.) Yo-Yo Man: A large and hungry fish named Pete
Decided it was time to eat.
He looked around for a little snack
And finally spotted a guppy called Jack. (line here? Pete chases Jack over, under, around, and through shipwreck through next verse.) Yo-Yo Man: And they went over, under, around, and through,
Direct of the good ship Mary Lou.
And they went over, under, around, and through,
Direct of the good ship Mary Lou. (Scene changes back to Yo-Yo Man.) Yo-Yo Man: Now, here's another little poem. (Scene changes to a branch with a green apple hanging from it.) Yo-Yo Man: This one takes place in an apple tree. (A worm crawls along the branch.) Yo-Yo Man: To see how far he could see,
A worm named Willie climbed a tree.
Upon a branch that was very high
Hung the apple of Willie's eye. (Willie crawls over, under, and around the apple.) Yo-Yo Man: And he went over the apple, under the apple, around the apple green.
""This is,"" thought Willie, ""the most delightful apple that I have ever seen!""
And he went over the apple, under the apple, around the apple, too.
""And now,"" thought Willie, licking his chops, ""I'm going to go right through!"" (Willie eats his way through the apple, which falls off the branch, leaving Willie hanging from the stem. Scene changes back to Yo-Yo Man.) Yo-Yo Man: That was all about, over, under, around, and through! (He spins his yo-yo in each direction as he names it. Then the background sucks him up, yo-yo last.) Yeah!",Sesame Street,"Sesame Street Over, Under, Around, And Through (the Yo-yo Man Version) lyrics"
32,"If I could only paddle like a doggie oughta paddle
I would paddle my way to you
No river too wide or lake too deep
I'd splash on forward any date to keep
If I could only paddle like a doggie oughta paddle
I could paddle the ocean blue
And nothing out of place a doggie's steady paddle pace
I could paddle my way to
Gotta get through to
Paddle my way to you Sing it boys!
(background of dogs barking) If I could only paddle like a doggie oughta paddle
I would paddle my way to you
No river too wide or lake too deep
I go splash forward any date to keep
If I could only paddle like a doggie oughta paddle
I could paddle the ocean blue
Nothing out of place a doggie's steady paddle pace
I'd paddle my way to
Gotta get through to
Paddle my way to you",Sesame Street,Sesame Street Paddle My Way To You lyrics
33,"This here's a story about paper makin'
And this little class that I've been takin'
We make paper but not out of trees
We use old rags and dungerees
How do we do it?
You'll see First we cut 'em into pieces that are kind of small
Then we put 'em in a beater than beats 'em all
Turns 'em into pulp that is kinda like soup
Then we pour it into buckets and we stir up the goop
Sounds fun, right? Then we take a wooden frame and we dip it in the mix
And we shake out the water, that's how we get our kicks
Then we open up the frame and slap it on the tray
First I had a little trouble, but, it turned out okay
Not as easy as it looks Then we stack it in a press
And we tighten the screws
This flattens the paper
And the water gets excused
We open up the press
Take our paper off the pile
And we stick it on the window (sounds like ""winda"")
And we leave it there a while
Paper's dryin' now
The pink one's mine We take our paper off the window once it's good and dry
This takes a little doing
Oh, and by the by
See the different colors
Reds, yellows and greens?
Remember these were rags once
And old blue jeans
Really kind of amazin' Well, now our paper makin' day is done
Hope you liked it, we had fun
If you ever get the chance
You should give it a try
But now we gotta go
So we're gonna say ""good-bye"" Kids: Bye!",Sesame Street,Sesame Street Paper Makin' lyrics
34,"I am part of the whole
The flag on your pole
I'm the wheels of your car
The points on your star
The crust of your roll I'm the blade of your skate
The latch on your gate
I'm the quilt on your bed
The hair on your head
The feet on your foot patrol I am part of the whole
(Don't ever doubt me)
Part of the whole
(You'd be useless without me)
And deep in your heart
Be glad I'm part
Part of the whole I am part of the whole
The beans in your casserole
The oars of your boat
The horns of your goat
The notes on your scroll I'm the leaves of your tree
The wings of your bee
The hands of your clock
The heel of your sock
Your heart and your soul I am part of the whole
(Don't ever doubt me)
Part of the whole
(You'd be useless without me)
And deep in your heart
Be glad I'm part
Part of the whole Deep in your heart
Be glad I'm part
Part of the whole",Sesame Street,Sesame Street Part Of The Whole lyrics
